"scientific_name","order","family","genus","species","colonial","social","pairs_and_family_groups","singly_and_pairs","solitary"
"Turnix hottentottus","Charadriiformes","Turnicidae","Turnix","hottentottus",0,0,1,1,0
"Turnix castanotus","Charadriiformes","Turnicidae","Turnix","castanotus",0,0,1,0,0
"Turnix olivii","Charadriiformes","Turnicidae","Turnix","olivii",0,0,1,1,1
"Turnix varius","Charadriiformes","Turnicidae","Turnix","varius",0,0,1,0,0
"Turnix novaecaledoniae","Charadriiformes","Turnicidae","Turnix","novaecaledoniae",NA,NA,NA,NA,NA
"Turnix melanogaster","Charadriiformes","Turnicidae","Turnix","melanogaster",0,0,1,0,0
"Turnix nigricollis","Charadriiformes","Turnicidae","Turnix","nigricollis",0,0,1,0,0
"Ortyxelos meiffrenii","Charadriiformes","Turnicidae","Ortyxelos","meiffrenii",0,0,0,0,1
"Hesperoburhinus bistriatus","Charadriiformes","Burhinidae","Burhinus","bistriatus",0,0,1,1,0
"Hesperoburhinus superciliaris","Charadriiformes","Burhinidae","Burhinus","superciliaris",0,1,1,1,1
"Esacus recurvirostris","Charadriiformes","Burhinidae","Esacus","recurvirostris",1,0,0,0,0
"Esacus magnirostris","Charadriiformes","Burhinidae","Esacus","magnirostris",0,0,0,1,0
"Burhinus capensis","Charadriiformes","Burhinidae","Burhinus","capensis",0,0,0,0,1
"Burhinus vermiculatus","Charadriiformes","Burhinidae","Burhinus","vermiculatus",0,0,0,0,1
"Burhinus grallarius","Charadriiformes","Burhinidae","Burhinus","grallarius",0,0,0,0,1
"Burhinus oedicnemus","Charadriiformes","Burhinidae","Burhinus","oedicnemus",0,0,0,1,0
"Burhinus indicus","Charadriiformes","Burhinidae","Burhinus","indicus",NA,NA,NA,NA,NA
"Burhinus senegalensis","Charadriiformes","Burhinidae","Burhinus","senegalensis",1,0,0,0,1
"Pluvianellus socialis","Charadriiformes","Pluvianellidae","Pluvianellus","socialis",0,0,0,0,1
"Chionis albus","Charadriiformes","Chionidae","Chionis","albus",NA,NA,NA,NA,NA
"Chionis minor","Charadriiformes","Chionidae","Chionis","minor",1,0,0,0,0
"Haematopus leucopodus","Charadriiformes","Haematopodidae","Haematopus","leucopodus",NA,NA,NA,NA,NA
"Haematopus ater","Charadriiformes","Haematopodidae","Haematopus","ater",NA,NA,NA,NA,NA
"Haematopus bachmani","Charadriiformes","Haematopodidae","Haematopus","bachmani",NA,NA,NA,NA,NA
"Haematopus palliatus","Charadriiformes","Haematopodidae","Haematopus","palliatus",1,0,0,0,0
"Haematopus meadewaldoi","Charadriiformes","Haematopodidae","Haematopus","meadewaldoi",0,0,1,0,0
"Haematopus moquini","Charadriiformes","Haematopodidae","Haematopus","moquini",NA,NA,NA,NA,NA
"Haematopus ostralegus","Charadriiformes","Haematopodidae","Haematopus","ostralegus",NA,NA,NA,NA,NA
"Haematopus finschi","Charadriiformes","Haematopodidae","Haematopus","finschi",NA,NA,NA,NA,NA
"Haematopus longirostris","Charadriiformes","Haematopodidae","Haematopus","longirostris",NA,NA,NA,NA,NA
"Haematopus unicolor","Charadriiformes","Haematopodidae","Haematopus","unicolor",NA,NA,NA,NA,NA
"Haematopus chathamensis","Charadriiformes","Haematopodidae","Haematopus","chathamensis",NA,NA,NA,NA,NA
"Haematopus fuliginosus","Charadriiformes","Haematopodidae","Haematopus","fuliginosus",NA,NA,NA,NA,NA
"Ibidorhyncha struthersii","Charadriiformes","Ibidorhynchidae","Ibidorhyncha","struthersii",NA,NA,NA,NA,NA
"Himantopus himantopus","Charadriiformes","Recurvirostridae","Himantopus","himantopus",1,0,0,0,0
"Himantopus leucocephalus","Charadriiformes","Recurvirostridae","Himantopus","leucocephalus",1,0,0,1,0
"Himantopus mexicanus","Charadriiformes","Recurvirostridae","Himantopus","mexicanus",1,0,0,0,0
"Himantopus melanurus","Charadriiformes","Recurvirostridae","Himantopus","melanurus",1,1,0,0,0
"Himantopus novaezelandiae","Charadriiformes","Recurvirostridae","Himantopus","novaezelandiae",NA,NA,NA,NA,NA
"Cladorhynchus leucocephalus","Charadriiformes","Recurvirostridae","Cladorhynchus","leucocephalus",1,0,0,0,0
"Recurvirostra avosetta","Charadriiformes","Recurvirostridae","Recurvirostra","avosetta",1,0,0,0,0
"Recurvirostra americana","Charadriiformes","Recurvirostridae","Recurvirostra","americana",1,0,0,0,0
"Recurvirostra novaehollandiae","Charadriiformes","Recurvirostridae","Recurvirostra","novaehollandiae",1,0,0,1,0
"Recurvirostra andina","Charadriiformes","Recurvirostridae","Recurvirostra","andina",1,0,0,0,0
"Pluvialis squatarola","Charadriiformes","Charadriidae","Pluvialis","squatarola",0,1,0,0,1
"Pluvialis apricaria","Charadriiformes","Charadriidae","Pluvialis","apricaria",0,0,0,0,1
"Pluvialis fulva","Charadriiformes","Charadriidae","Pluvialis","fulva",NA,NA,NA,NA,NA
"Pluvialis dominica","Charadriiformes","Charadriidae","Pluvialis","dominica",NA,NA,NA,NA,NA
"Oreopholus ruficollis","Charadriiformes","Charadriidae","Oreopholus","ruficollis",0,1,0,0,0
"Zonibyx modestus","Charadriiformes","Charadriidae","Charadrius","modestus",0,1,0,0,0
"Phegornis mitchellii","Charadriiformes","Charadriidae","Phegornis","mitchellii",NA,NA,NA,NA,NA
"Eudromias morinellus","Charadriiformes","Charadriidae","Eudromias","morinellus",0,1,1,0,1
"Charadrius vociferus","Charadriiformes","Charadriidae","Charadrius","vociferus",NA,NA,NA,NA,NA
"Charadrius hiaticula","Charadriiformes","Charadriidae","Charadrius","hiaticula",0,0,0,0,1
"Charadrius semipalmatus","Charadriiformes","Charadriidae","Charadrius","semipalmatus",0,1,0,0,1
"Charadrius melodus","Charadriiformes","Charadriidae","Charadrius","melodus",1,1,0,0,1
"Charadrius cucullatus","Charadriiformes","Charadriidae","Thinornis","cucullatus",0,0,0,0,1
"Charadrius forbesi","Charadriiformes","Charadriidae","Charadrius","forbesi",0,0,0,0,1
"Charadrius tricollaris","Charadriiformes","Charadriidae","Charadrius","tricollaris",0,0,0,0,1
NA,"Charadriiformes",NA,"Charadrius","bifrontatus",NA,NA,NA,NA,NA
"Charadrius melanops","Charadriiformes","Charadriidae","Elseyornis","melanops",0,0,0,0,1
"Charadrius novaeseelandiae","Charadriiformes","Charadriidae","Thinornis","novaeseelandiae",NA,NA,NA,NA,NA
"Charadrius dubius","Charadriiformes","Charadriidae","Charadrius","dubius",0,0,1,1,1
"Charadrius placidus","Charadriiformes","Charadriidae","Charadrius","placidus",NA,NA,NA,NA,NA
"Hoploxypterus cayanus","Charadriiformes","Charadriidae","Hoploxypterus","cayanus",NA,NA,NA,NA,NA
"Vanellus vanellus","Charadriiformes","Charadriidae","Vanellus","vanellus",1,1,0,0,1
"Vanellus crassirostris","Charadriiformes","Charadriidae","Vanellus","crassirostris",NA,NA,NA,NA,NA
"Vanellus armatus","Charadriiformes","Charadriidae","Vanellus","armatus",0,0,0,0,1
"Vanellus spinosus","Charadriiformes","Charadriidae","Vanellus","spinosus",0,1,0,0,0
"Vanellus duvaucelii","Charadriiformes","Charadriidae","Vanellus","duvaucelii",NA,NA,NA,NA,NA
"Vanellus malabaricus","Charadriiformes","Charadriidae","Vanellus","malabaricus",NA,NA,NA,NA,NA
"Vanellus tectus","Charadriiformes","Charadriidae","Vanellus","tectus",1,1,0,0,1
"Vanellus albiceps","Charadriiformes","Charadriidae","Vanellus","albiceps",1,1,0,0,1
"Vanellus lugubris","Charadriiformes","Charadriidae","Vanellus","lugubris",1,1,0,0,0
"Vanellus melanopterus","Charadriiformes","Charadriidae","Vanellus","melanopterus",1,1,1,1,1
"Vanellus coronatus","Charadriiformes","Charadriidae","Vanellus","coronatus",1,1,0,0,0
"Vanellus senegallus","Charadriiformes","Charadriidae","Vanellus","senegallus",1,1,0,0,0
"Vanellus melanocephalus","Charadriiformes","Charadriidae","Vanellus","melanocephalus",NA,NA,NA,NA,NA
"Vanellus superciliosus","Charadriiformes","Charadriidae","Vanellus","superciliosus",NA,NA,NA,NA,NA
"Vanellus cinereus","Charadriiformes","Charadriidae","Vanellus","cinereus",NA,NA,NA,NA,NA
"Vanellus indicus","Charadriiformes","Charadriidae","Vanellus","indicus",0,0,0,0,1
"Vanellus macropterus","Charadriiformes","Charadriidae","Vanellus","macropterus",NA,NA,NA,NA,NA
"Vanellus tricolor","Charadriiformes","Charadriidae","Vanellus","tricolor",1,1,0,0,1
"Vanellus miles","Charadriiformes","Charadriidae","Vanellus","miles",0,1,1,0,1
NA,"Charadriiformes",NA,"Vanellus","novaehollandiae",NA,NA,NA,NA,NA
"Vanellus gregarius","Charadriiformes","Charadriidae","Vanellus","gregarius",1,1,0,0,0
"Vanellus leucurus","Charadriiformes","Charadriidae","Vanellus","leucurus",1,1,0,0,0
"Vanellus chilensis","Charadriiformes","Charadriidae","Vanellus","chilensis",0,1,1,0,0
"Vanellus resplendens","Charadriiformes","Charadriidae","Vanellus","resplendens",NA,NA,NA,NA,NA
"Erythrogonys cinctus","Charadriiformes","Charadriidae","Erythrogonys","cinctus",1,1,1,1,1
"Peltohyas australis","Charadriiformes","Charadriidae","Peltohyas","australis",1,1,1,1,1
"Anarhynchus asiaticus","Charadriiformes","Charadriidae","Charadrius","asiaticus",0,1,0,0,1
"Anarhynchus veredus","Charadriiformes","Charadriidae","Charadrius","veredus",0,0,0,0,1
"Anarhynchus atrifrons","Charadriiformes","Charadriidae","Charadrius","atrifrons",0,1,0,0,0
"Anarhynchus mongolus","Charadriiformes","Charadriidae","Charadrius","mongolus",0,1,1,1,1
"Anarhynchus leschenaultii","Charadriiformes","Charadriidae","Charadrius","leschenaultii",0,0,0,0,1
"Anarhynchus bicinctus","Charadriiformes","Charadriidae","Charadrius","bicinctus",0,0,0,0,1
"Anarhynchus frontalis","Charadriiformes","Charadriidae","Anarhynchus","frontalis",0,0,0,0,1
"Anarhynchus obscurus","Charadriiformes","Charadriidae","Charadrius","obscurus",0,0,1,0,1
NA,"Charadriiformes",NA,"Charadrius","aquilonius",0,0,0,0,1
"Anarhynchus wilsonia","Charadriiformes","Charadriidae","Charadrius","wilsonia",1,1,0,0,0
"Anarhynchus collaris","Charadriiformes","Charadriidae","Charadrius","collaris",0,1,1,0,0
"Anarhynchus montanus","Charadriiformes","Charadriidae","Charadrius","montanus",NA,NA,NA,NA,NA
"Anarhynchus alticola","Charadriiformes","Charadriidae","Charadrius","alticola",0,0,0,0,1
"Anarhynchus falklandicus","Charadriiformes","Charadriidae","Charadrius","falklandicus",0,0,0,0,1
"Anarhynchus thoracicus","Charadriiformes","Charadriidae","Charadrius","thoracicus",NA,NA,NA,NA,NA
"Anarhynchus pecuarius","Charadriiformes","Charadriidae","Charadrius","pecuarius",1,1,0,0,1
"Anarhynchus sanctaehelenae","Charadriiformes","Charadriidae","Charadrius","sanctaehelenae",0,0,0,0,1
"Anarhynchus ruficapillus","Charadriiformes","Charadriidae","Charadrius","ruficapillus",1,1,1,1,1
"Anarhynchus nivosus","Charadriiformes","Charadriidae","Charadrius","nivosus",0,1,0,0,0
"Anarhynchus pallidus","Charadriiformes","Charadriidae","Charadrius","pallidus",0,0,0,0,1
"Anarhynchus peronii","Charadriiformes","Charadriidae","Charadrius","peronii",0,1,1,1,0
"Anarhynchus marginatus","Charadriiformes","Charadriidae","Charadrius","marginatus",0,0,0,0,1
"Anarhynchus javanicus","Charadriiformes","Charadriidae","Charadrius","javanicus",NA,NA,NA,NA,NA
"Anarhynchus alexandrinus","Charadriiformes","Charadriidae","Charadrius","alexandrinus",0,0,0,1,1
"Anarhynchus dealbatus","Charadriiformes","Charadriidae","Charadrius","dealbatus",NA,NA,NA,NA,NA
"Pluvianus aegyptius","Charadriiformes","Pluvianidae","Pluvianus","aegyptius",0,0,0,0,1
"Rostratula benghalensis","Charadriiformes","Rostratulidae","Rostratula","benghalensis",NA,NA,NA,NA,NA
"Rostratula australis","Charadriiformes","Rostratulidae","Rostratula","australis",1,1,1,1,1
"Nycticryphes semicollaris","Charadriiformes","Rostratulidae","Nycticryphes","semicollaris",0,0,1,1,0
"Hydrophasianus chirurgus","Charadriiformes","Jacanidae","Hydrophasianus","chirurgus",NA,NA,NA,NA,NA
"Jacana spinosa","Charadriiformes","Jacanidae","Jacana","spinosa",NA,NA,NA,NA,NA
"Jacana jacana","Charadriiformes","Jacanidae","Jacana","jacana",NA,NA,NA,NA,NA
"Microparra capensis","Charadriiformes","Jacanidae","Microparra","capensis",NA,NA,NA,NA,NA
"Irediparra gallinacea","Charadriiformes","Jacanidae","Irediparra","gallinacea",NA,NA,NA,NA,NA
"Metopidius indicus","Charadriiformes","Jacanidae","Metopidius","indicus",NA,NA,NA,NA,NA
"Actophilornis africanus","Charadriiformes","Jacanidae","Actophilornis","africanus",NA,NA,NA,NA,NA
"Actophilornis albinucha","Charadriiformes","Jacanidae","Actophilornis","albinucha",NA,NA,NA,NA,NA
"Pedionomus torquatus","Charadriiformes","Pedionomidae","Pedionomus","torquatus",0,0,0,0,1
"Attagis gayi","Charadriiformes","Thinocoridae","Attagis","gayi",0,0,0,0,1
"Attagis malouinus","Charadriiformes","Thinocoridae","Attagis","malouinus",NA,NA,NA,NA,NA
"Thinocorus orbignyianus","Charadriiformes","Thinocoridae","Thinocorus","orbignyianus",0,0,0,1,0
"Thinocorus rumicivorus","Charadriiformes","Thinocoridae","Thinocorus","rumicivorus",0,0,0,1,0
"Bartramia longicauda","Charadriiformes","Scolopacidae","Bartramia","longicauda",0,1,1,0,0
"Numenius tahitiensis","Charadriiformes","Scolopacidae","Numenius","tahitiensis",NA,NA,NA,NA,NA
"Numenius phaeopus","Charadriiformes","Scolopacidae","Numenius","phaeopus",0,1,0,0,0
"Numenius hudsonicus","Charadriiformes","Scolopacidae","Numenius","hudsonicus",NA,NA,NA,NA,NA
"Numenius minutus","Charadriiformes","Scolopacidae","Numenius","minutus",1,1,1,0,0
"Numenius borealis","Charadriiformes","Scolopacidae","Numenius","borealis",0,1,0,0,0
"Numenius americanus","Charadriiformes","Scolopacidae","Numenius","americanus",NA,NA,NA,NA,NA
"Numenius madagascariensis","Charadriiformes","Scolopacidae","Numenius","madagascariensis",1,0,0,0,0
"Numenius tenuirostris","Charadriiformes","Scolopacidae","Numenius","tenuirostris",1,0,0,0,0
"Numenius arquata","Charadriiformes","Scolopacidae","Numenius","arquata",NA,NA,NA,NA,NA
"Limosa lapponica","Charadriiformes","Scolopacidae","Limosa","lapponica",0,1,0,0,1
"Limosa limosa","Charadriiformes","Scolopacidae","Limosa","limosa",1,0,0,0,0
"Limosa haemastica","Charadriiformes","Scolopacidae","Limosa","haemastica",0,1,0,1,0
"Limosa fedoa","Charadriiformes","Scolopacidae","Limosa","fedoa",0,1,0,0,0
"Limnodromus semipalmatus","Charadriiformes","Scolopacidae","Limnodromus","semipalmatus",1,0,0,0,0
"Limnodromus scolopaceus","Charadriiformes","Scolopacidae","Limnodromus","scolopaceus",NA,NA,NA,NA,NA
"Limnodromus griseus","Charadriiformes","Scolopacidae","Limnodromus","griseus",NA,NA,NA,NA,NA
"Lymnocryptes minimus","Charadriiformes","Scolopacidae","Lymnocryptes","minimus",NA,NA,NA,NA,NA
"Scolopax minor","Charadriiformes","Scolopacidae","Scolopax","minor",NA,NA,NA,NA,NA
"Scolopax rusticola","Charadriiformes","Scolopacidae","Scolopax","rusticola",NA,NA,NA,NA,NA
"Scolopax mira","Charadriiformes","Scolopacidae","Scolopax","mira",NA,NA,NA,NA,NA
"Scolopax bukidnonensis","Charadriiformes","Scolopacidae","Scolopax","bukidnonensis",NA,NA,NA,NA,NA
"Scolopax saturata","Charadriiformes","Scolopacidae","Scolopax","saturata",NA,NA,NA,NA,NA
"Scolopax rosenbergii","Charadriiformes","Scolopacidae","Scolopax","rosenbergii",NA,NA,NA,NA,NA
"Scolopax celebensis","Charadriiformes","Scolopacidae","Scolopax","celebensis",NA,NA,NA,NA,NA
"Scolopax rochussenii","Charadriiformes","Scolopacidae","Scolopax","rochussenii",NA,NA,NA,NA,NA
"Coenocorypha barrierensis","Charadriiformes","Scolopacidae","Coenocorypha","barrierensis",NA,NA,NA,NA,NA
"Coenocorypha iredalei","Charadriiformes","Scolopacidae","Coenocorypha","iredalei",NA,NA,NA,NA,NA
"Coenocorypha pusilla","Charadriiformes","Scolopacidae","Coenocorypha","pusilla",0,0,0,0,1
"Coenocorypha huegeli","Charadriiformes","Scolopacidae","Coenocorypha","huegeli",0,0,0,0,1
"Coenocorypha aucklandica","Charadriiformes","Scolopacidae","Coenocorypha","aucklandica",0,0,0,0,1
"Gallinago imperialis","Charadriiformes","Scolopacidae","Gallinago","imperialis",NA,NA,NA,NA,NA
"Gallinago jamesoni","Charadriiformes","Scolopacidae","Gallinago","jamesoni",NA,NA,NA,NA,NA
"Gallinago stricklandii","Charadriiformes","Scolopacidae","Gallinago","stricklandii",NA,NA,NA,NA,NA
"Gallinago solitaria","Charadriiformes","Scolopacidae","Gallinago","solitaria",NA,NA,NA,NA,NA
"Gallinago nemoricola","Charadriiformes","Scolopacidae","Gallinago","nemoricola",NA,NA,NA,NA,NA
"Gallinago media","Charadriiformes","Scolopacidae","Gallinago","media",0,0,0,0,1
"Gallinago megala","Charadriiformes","Scolopacidae","Gallinago","megala",0,0,0,1,0
"Gallinago stenura","Charadriiformes","Scolopacidae","Gallinago","stenura",NA,NA,NA,NA,NA
"Gallinago hardwickii","Charadriiformes","Scolopacidae","Gallinago","hardwickii",0,0,1,1,0
"Gallinago nigripennis","Charadriiformes","Scolopacidae","Gallinago","nigripennis",0,0,0,1,1
"Gallinago gallinago","Charadriiformes","Scolopacidae","Gallinago","gallinago",NA,NA,NA,NA,NA
"Gallinago delicata","Charadriiformes","Scolopacidae","Gallinago","delicata",NA,NA,NA,NA,NA
"Gallinago undulata","Charadriiformes","Scolopacidae","Gallinago","undulata",0,0,0,0,1
"Gallinago nobilis","Charadriiformes","Scolopacidae","Gallinago","nobilis",NA,NA,NA,NA,NA
"Gallinago andina","Charadriiformes","Scolopacidae","Gallinago","andina",NA,NA,NA,NA,NA
"Gallinago macrodactyla","Charadriiformes","Scolopacidae","Gallinago","macrodactyla",NA,NA,NA,NA,NA
"Gallinago paraguaiae","Charadriiformes","Scolopacidae","Gallinago","paraguaiae",0,0,0,0,1
"Gallinago magellanica","Charadriiformes","Scolopacidae","Gallinago","magellanica",NA,NA,NA,NA,NA
"Phalaropus tricolor","Charadriiformes","Scolopacidae","Steganopus","tricolor",NA,NA,NA,NA,NA
"Phalaropus fulicarius","Charadriiformes","Scolopacidae","Phalaropus","fulicarius",NA,NA,NA,NA,NA
"Phalaropus lobatus","Charadriiformes","Scolopacidae","Phalaropus","lobatus",0,1,1,1,1
"Xenus cinereus","Charadriiformes","Scolopacidae","Xenus","cinereus",0,1,1,0,0
"Actitis hypoleucos","Charadriiformes","Scolopacidae","Actitis","hypoleucos",0,0,0,1,0
"Actitis macularius","Charadriiformes","Scolopacidae","Actitis","macularius",0,0,0,1,0
"Tringa ochropus","Charadriiformes","Scolopacidae","Tringa","ochropus",NA,NA,NA,NA,NA
"Tringa solitaria","Charadriiformes","Scolopacidae","Tringa","solitaria",NA,NA,NA,NA,NA
"Tringa brevipes","Charadriiformes","Scolopacidae","Tringa","brevipes",NA,NA,NA,NA,NA
"Tringa incana","Charadriiformes","Scolopacidae","Tringa","incana",NA,NA,NA,NA,NA
"Tringa stagnatilis","Charadriiformes","Scolopacidae","Tringa","stagnatilis",0,1,1,1,1
"Tringa glareola","Charadriiformes","Scolopacidae","Tringa","glareola",0,0,0,0,1
"Tringa totanus","Charadriiformes","Scolopacidae","Tringa","totanus",1,1,0,0,1
"Tringa flavipes","Charadriiformes","Scolopacidae","Tringa","flavipes",NA,NA,NA,NA,NA
"Tringa guttifer","Charadriiformes","Scolopacidae","Tringa","guttifer",0,1,1,1,0
"Tringa semipalmata","Charadriiformes","Scolopacidae","Tringa","semipalmata",0,1,1,0,0
"Tringa erythropus","Charadriiformes","Scolopacidae","Tringa","erythropus",NA,NA,NA,NA,NA
"Tringa nebularia","Charadriiformes","Scolopacidae","Tringa","nebularia",NA,NA,NA,NA,NA
"Tringa melanoleuca","Charadriiformes","Scolopacidae","Tringa","melanoleuca",NA,NA,NA,NA,NA
"Prosobonia cancellata","Charadriiformes","Scolopacidae","Prosobonia","cancellata",NA,NA,NA,NA,NA
"Prosobonia leucoptera","Charadriiformes","Scolopacidae","Prosobonia","leucoptera",NA,NA,NA,NA,NA
"Prosobonia ellisi","Charadriiformes","Scolopacidae","Prosobonia","ellisi",NA,NA,NA,NA,NA
"Prosobonia parvirostris","Charadriiformes","Scolopacidae","Prosobonia","parvirostris",NA,NA,NA,NA,NA
"Arenaria interpres","Charadriiformes","Scolopacidae","Arenaria","interpres",0,1,0,0,1
"Arenaria melanocephala","Charadriiformes","Scolopacidae","Arenaria","melanocephala",1,1,0,1,0
"Calidris tenuirostris","Charadriiformes","Scolopacidae","Calidris","tenuirostris",NA,NA,NA,NA,NA
"Calidris canutus","Charadriiformes","Scolopacidae","Calidris","canutus",0,1,0,1,0
"Calidris virgata","Charadriiformes","Scolopacidae","Calidris","virgata",NA,NA,NA,NA,NA
"Calidris pugnax","Charadriiformes","Scolopacidae","Calidris","pugnax",1,1,0,0,1
"Calidris falcinellus","Charadriiformes","Scolopacidae","Calidris","falcinellus",0,1,1,0,0
"Calidris acuminata","Charadriiformes","Scolopacidae","Calidris","acuminata",NA,NA,NA,NA,NA
"Calidris himantopus","Charadriiformes","Scolopacidae","Calidris","himantopus",0,1,1,1,0
"Calidris ferruginea","Charadriiformes","Scolopacidae","Calidris","ferruginea",NA,NA,NA,NA,NA
"Calidris temminckii","Charadriiformes","Scolopacidae","Calidris","temminckii",NA,NA,NA,NA,NA
"Calidris subminuta","Charadriiformes","Scolopacidae","Calidris","subminuta",0,0,0,1,0
"Calidris ruficollis","Charadriiformes","Scolopacidae","Calidris","ruficollis",0,1,0,0,0
"Calidris pygmaea","Charadriiformes","Scolopacidae","Calidris","pygmaea",0,1,0,0,1
"Calidris subruficollis","Charadriiformes","Scolopacidae","Calidris","subruficollis",0,1,1,0,1
"Calidris alba","Charadriiformes","Scolopacidae","Calidris","alba",0,1,0,1,0
"Calidris alpina","Charadriiformes","Scolopacidae","Calidris","alpina",0,0,0,0,1
"Calidris maritima","Charadriiformes","Scolopacidae","Calidris","maritima",0,0,0,0,1
"Calidris ptilocnemis","Charadriiformes","Scolopacidae","Calidris","ptilocnemis",NA,NA,NA,NA,NA
"Calidris bairdii","Charadriiformes","Scolopacidae","Calidris","bairdii",0,1,0,0,0
"Calidris minuta","Charadriiformes","Scolopacidae","Calidris","minuta",0,1,0,0,0
"Calidris minutilla","Charadriiformes","Scolopacidae","Calidris","minutilla",NA,NA,NA,NA,NA
"Calidris fuscicollis","Charadriiformes","Scolopacidae","Calidris","fuscicollis",0,0,0,0,1
"Calidris melanotos","Charadriiformes","Scolopacidae","Calidris","melanotos",0,0,1,0,1
"Calidris mauri","Charadriiformes","Scolopacidae","Calidris","mauri",NA,NA,NA,NA,NA
"Calidris pusilla","Charadriiformes","Scolopacidae","Calidris","pusilla",1,1,0,0,1
"Dromas ardeola","Charadriiformes","Dromadidae","Dromas","ardeola",1,0,0,0,0
"Rhinoptilus africanus","Charadriiformes","Glareolidae","Smutsornis","africanus",NA,NA,NA,NA,NA
"Rhinoptilus chalcopterus","Charadriiformes","Glareolidae","Rhinoptilus","chalcopterus",NA,NA,NA,NA,NA
"Rhinoptilus cinctus","Charadriiformes","Glareolidae","Rhinoptilus","cinctus",NA,NA,NA,NA,NA
